AGC,RAJ2000,DEJ2000,cz,rgal,Vgal
211459,11 09 53.6,+22 27 00,6733,4966,1767
6208,11 09 56.5,+07 13 59,6639,6998,-359
211655,11 10 02.8,+21 41 04,9704,10134,-430
211461,11 10 09.9,+22 13 35,10211,10186,25
211499,11 10 20.1,+21 19 27,9565,7131,2434
211462,11 10 20.8,+22 31 05,10024,9352,672
6212,11 10 24.8,+04 49 46,9423,7473,1950
27747,11 10 44.2,-30 20 41,9263,4706,4557
6217,11 10 45.2,+12 00 56,3598,2558,1252
510016,11 10 46.7,-15 44 10,4295,4326,-31
27753,11 10 51.0,-27 53 47,1839,1771,-32
6215,11 10 56.8,+53 23 15,3036,3213,-177
211500,11 11 12.1,+21 45 50,10295,5950,4345
27759,11 11 27.0,-31 06 18,10234,9727,507
27761,11 11 32.1,-33 47 30,9117,6316,2801
27773,11 12 49.3,-21 11 36,8471,6829,1642
6246,11 12 50.5,+23 15 22,6655,5574,1081
27780,11 13 36.4,-44 01 02,5461,4742,719
6260,11 13 52.5,+04 17 26,7397,8804,-1407
6267,11 14 27.3,+17 15 33,1639,1709,-156
211558,11 14 29.2,+29 15 15,14842,14310,532
211559,11 14 38.8,+29 05 26,14118,15322,-1204
211560,11 15 01.6,+29 09 20,13910,11652,2258
211561,11 15 13.1,+29 16 16,21413,22045,-632
6292,11 16 28.0,+29 19 36,14205,5302,8903
210205,11 16 33.2,+29 18 44,14272,13597,675
211576,11 16 43.0,+29 19 45,15536,10497,5039
6294,11 16 43.3,+26 22 18,8465,10522,-2016
27815,11 17 04.0,-49 12 10,4609,3275,1334
6301,11 17 22.2,+22 20 18,10058,11445,-1387
27822,11 17 34.0,-27 53 40,7504,7441,63
27824,11 17 40.6,-35 59 06,9654,9267,387
6318,11 18 21.2,+45 44 54,2551,2633,-194
6325,11 18 28.3,+25 19 24,7858,6652,1206
27835,11 18 41.0,-24 41 24,8933,10609,-1676
27838,11 18 53.8,-29 25 31,9462,9403,59
6328,11 18 55.7,+13 05 32,1149,850,151
6340,11 19 55.3,-00 52 45,7753,6361,1392
6338,11 20 00.7,+36 06 01,7825,7991,-88
211465,11 20 20.0,+34 18 18,10943,11663,-720
6352,11 20 31.8,+26 57 46,1811,2505,-952
6355,11 20 40.2,+31 13 18,2471,2333,-780
211468,11 20 43.2,+34 09 52,10644,11422,-778
211469,11 20 44.0,+34 29 36,10818,12777,-1959
6364,11 21 04.0,+34 20 37,11008,8626,2382
211475,11 21 31.0,+34 08 33,13184,13323,-139
6376,11 21 43.1,+20 10 09,4573,3934,713
6384,11 21 58.0,+34 56 53,2305,3686,-1377
210268,11 22 03.0,+34 18 53,10406,12748,-2342
6378,11 22 07.3,+69 37 00,1391,1666,-193
211399,11 22 35.8,+34 23 36,10697,11367,-670
6392,11 22 39.1,+37 45 53,2253,1897,412
27865,11 22 41.4,-36 43 14,4085,6387,-2302
6390,11 22 41.5,+64 04 00,1127,2001,-599
27866,11 22 44.0,-43 59 57,5501,5056,445
211489,11 22 54.6,+34 03 33,11099,12510,-1411
6396,11 22 54.6,+16 35 21,1837,2723,-889
211402,11 23 00.7,+34 23 37,11105,12302,-1197
211492,11 23 10.2,+34 12 34,10536,8236,2300
211403,11 23 10.3,+34 17 47,11073,10047,1026
211406,11 23 24.5,+34 17 56,10777,12436,-1659
6408,11 23 39.5,-01 05 58,6000,6615,-400
6405,11 23 45.2,+17 49 02,1617,1983,-430
6414,11 24 05.2,+24 36 54,7990,8459,-492
6415,11 24 10.6,+27 00 49,10274,8572,1702
27879,11 24 13.5,-77 09 34,5333,3453,1880
6420,11 24 26.2,+11 20 30,1409,1354,-48
510059,11 25 02.3,-09 47 41,2239,2002,211
6430,11 25 30.8,+63 26 45,3550,4599,-1144
27885,11 25 45.3,-48 08 30,5856,4911,945
6437,11 25 46.3,+18 56 22,5663,6177,-514
6442,11 26 14.0,+07 50 28,6664,7984,-1327
6449,11 26 33.9,+11 26 22,3554,3934,-287
27901,11 27 24.2,-29 15 33,7503,7582,-79
6458,11 27 31.6,+56 52 39,1869,3014,-965
6467,11 28 11.1,+25 39 39,3046,3554,-508
6474,11 28 24.0,+09 24 26,2070,2711,-689
6475,11 28 31.0,+09 06 14,6666,7198,-541
211061,11 28 41.6,+27 09 49,10527,15215,-4688
6483,11 29 02.4,+17 13 52,4229,4970,-1160
6485,11 29 06.5,+08 59 17,6573,6896,-239
6484,11 29 11.9,+57 07 55,2589,3105,-516
27919,11 29 42.0,-31 51 02,9258,8352,906
6498,11 30 07.6,+09 16 36,1371,1392,-86
510389,11 30 53.2,-04 21 04,11429,8584,2845
6507,11 31 12.5,+34 12 11,6583,7586,-1003
6509,11 31 22.6,+23 06 54,3232,3016,300
27940,11 32 08.3,-41 25 39,5170,5735,-565
6519,11 32 10.3,+01 12 25,6165,9511,-3296
6521,11 32 13.5,+00 49 08,6203,7143,-928
6533,11 32 52.3,+05 43 36,5730,5721,9
6534,11 33 19.8,+63 16 45,1395,1324,78
6539,11 33 23.9,+32 36 11,6549,6033,516
510394,11 33 26.0,-04 17 25,9714,7208,2506
510090,11 33 38.3,-15 46 10,4023,5013,-938
6542,11 33 40.8,+61 53 15,3452,2307,1181
6551,11 34 07.6,+36 40 57,6702,6912,-210
510097,11 34 19.9,-06 23 20,5383,5113,270
6556,11 34 55.2,+16 06 56,5777,5428,349
6559,11 35 08.3,+15 57 30,5458,7414,-1956
27967,11 35 20.9,-46 03 35,10375,10157,218
211422,11 35 33.6,+24 57 46,7249,10312,-3063
6568,11 35 36.9,+00 07 38,6274,4693,1522
6564,11 35 37.6,+25 05 18,9914,10439,-525
27972,11 35 47.2,-49 01 47,5358,6013,-655
27975,11 35 56.4,-48 29 11,6653,6483,170
6567,11 35 57.4,+70 32 07,2774,3405,-622
6575,11 36 26.4,+58 11 30,1369,2539,-1145
27980,11 36 28.5,-45 03 41,3513,3787,-274
6577,11 36 33.2,+36 24 37,1836,2279,-349
27983,11 36 45.8,-22 13 18,7476,8836,-1360
510106,11 36 50.1,-12 58 29,5399,6657,-1258
210520,11 37 07.1,+02 50 56,9151,7068,2083
6588,11 37 13.5,+15 25 57,4376,3940,398
210529,11 37 34.8,+20 10 10,8062,8818,-756
27994,11 37 59.4,-32 19 30,9151,7679,1472
6603,11 38 02.1,+35 12 14,1897,1845,85
27996,11 38 09.8,-23 25 47,8349,8453,-104
27997,11 38 14.9,-29 43 43,4466,5967,-1501
510118,11 38 20.5,-13 02 50,5492,6397,-905
6607,11 38 25.0,+20 44 24,3683,4063,-380
6608,11 38 33.2,-01 11 04,6601,5621,980
6610,11 38 44.0,+33 48 16,2129,2488,-558
28007,11 38 57.6,-17 58 07,6985,6604,381
6612,11 39 03.3,-00 12 21,5770,5747,298
28012,11 39 08.9,-23 18 13,8443,6030,2413
210565,11 39 16.1,+20 25 38,8093,10845,-2752
6616,11 39 21.5,+58 16 06,1299,1661,-267
6619,11 39 29.1,+60 32 42,3618,4975,-1487
28024,11 39 49.6,-44 33 37,10088,7399,2689
6629,11 40 06.6,+58 36 44,1363,1957,-563
28032,11 40 55.9,-44 28 49,3472,3411,61
6644,11 40 58.8,+11 28 16,1340,1248,87
28033,11 40 59.3,-22 28 38,7410,8214,-804
6650,11 41 16.8,+47 41 26,3296,4397,-1101
6651,11 41 18.4,+36 32 46,1732,1866,64
28040,11 42 09.9,-18 10 08,4065,3380,685
510134,11 42 28.8,-08 20 26,7085,4627,2458
210633,11 42 43.6,+08 58 27,6886,5874,1012
210643,11 43 07.9,+19 41 55,13351,11999,1352
510136,11 43 11.4,-12 46 04,5151,6021,-788
6692,11 43 28.9,+10 09 40,6409,7015,-547
6695,11 43 34.7,+08 56 30,6317,4145,2323
6700,11 43 54.3,+10 47 04,6239,3913,2326
6703,11 44 04.7,+60 07 10,2593,2953,-360
28058,11 44 26.0,-28 27 50,8950,9625,-675
6715,11 44 28.6,+10 46 00,6429,7749,-1281
6720,11 44 50.4,-01 36 05,8898,7607,1236
6722,11 45 05.5,+08 28 09,4842,4902,-60
210738,11 45 05.5,+21 24 41,8151,4882,3269
6734,11 45 35.8,+09 07 04,6619,6906,-216
28071,11 45 41.2,-28 22 03,2185,3709,-1564
6736,11 45 46.1,+03 01 45,6352,6164,188
510300,11 46 50.5,-14 28 02,4873,5282,-409
510381,11 48 01.8,-03 42 25,17783,17316,467
6772,11 48 03.3,+30 21 34,6576,7024,-448
28097,11 48 29.2,-34 17 04,7567,8149,-582
28098,11 48 29.3,-33 05 10,8514,8729,-215
6780,11 48 50.4,-02 01 57,2091,2739,-648
6786,11 49 09.4,+27 01 19,2101,2509,-391
6790,11 49 18.8,+26 07 18,3904,4657,-739
6793,11 49 23.3,-01 05 01,6555,7610,-1055
6791,11 49 23.5,+26 44 27,2156,2396,-278
28111,11 49 30.3,-34 35 10,8730,7925,805
6804,11 50 12.3,+06 59 53,6349,5643,763
510165,11 50 20.5,-02 48 34,8375,6376,1999
6809,11 50 32.7,+06 34 02,6465,5859,547
211031,11 50 43.8,+21 11 01,8075,3323,4752
211029,11 50 57.0,+21 11 39,8701,10031,-1330
6839,11 52 02.1,+16 48 32,4070,3266,252
28144,11 52 20.5,-26 54 14,2364,1473,672
6858,11 52 58.3,+61 12 56,3274,3775,-407
28152,11 53 03.9,-36 38 17,3266,2711,555
6862,11 53 15.4,+11 38 01,3082,4260,-1178
510177,11 53 49.4,-05 10 01,6113,5441,672
28167,11 53 50.6,-27 20 59,1978,1916,229
6872,11 53 50.8,+33 21 55,3481,2456,976
28169,11 53 56.9,-20 08 23,2039,1266,759
28171,11 54 00.6,-20 33 58,2006,1739,286
28180,11 54 39.0,-40 55 53,7041,5830,1211
28185,11 55 00.7,-47 26 41,11725,10773,952
6895,11 55 28.7,+11 58 05,6730,6172,565
28196,11 55 51.2,-18 11 41,1955,1921,104
6906,11 55 57.3,+06 44 57,2849,3039,-190
28198,11 56 05.7,-19 53 43,2064,1607,418
28200,11 56 22.4,-19 33 06,2272,2772,-747
6916,11 56 28.2,+39 44 29,6434,6378,59
28206,11 56 46.7,-38 11 28,3309,2832,479
510195,11 57 10.2,-14 16 37,8670,8867,-197
6934,11 57 31.9,-01 15 11,5858,6333,-475
28226,11 58 19.0,-39 32 41,4017,3219,798
6982,11 59 10.1,+37 47 31,3469,2590,879
28245,11 59 28.1,-47 09 42,5668,5154,514
211853,11 59 50.9,+08 47 35,10882,5300,5582
28252,12 00 11.6,-20 33 18,6720,6148,572
6993,12 00 23.5,-01 05 59,1817,2053,-197
6994,12 00 31.3,+08 51 47,6606,6654,-48
7012,12 02 03.0,+29 50 51,3367,3500,-164
510212,12 02 26.0,-04 18 28,6085,5438,647
7021,12 02 42.2,+01 58 37,2338,2505,-96
28289,12 02 45.9,-29 05 36,2532,775,1698
520002,12 02 53.8,-16 22 23,2133,1847,178
7026,12 02 57.6,+04 50 45,6626,6734,-321
7031,12 03 21.5,+29 25 09,3861,3758,-422
28292,12 03 24.4,-19 31 20,2012,2096,-71
28295,12 03 34.0,-25 22 53,2263,2825,-654
7054,12 04 11.2,+18 26 38,1264,271,1142
7067,12 04 49.7,-02 22 54,6434,7039,-605
28313,12 05 32.4,-30 09 41,7870,6864,1006
28319,12 05 46.9,-27 56 23,2179,1334,805
28320,12 05 48.4,-29 58 23,2588,2232,241
7100,12 06 44.5,+17 42 54,4641,4640,11
520006,12 06 51.1,-11 05 39,4835,4587,248
7102,12 07 03.4,+18 31 53,7505,8305,-1141
28345,12 07 13.7,-30 01 23,2052,2050,423
28350,12 07 40.3,-18 04 23,6117,6218,-101
28356,12 08 15.9,-32 00 35,2546,1952,521
7122,12 08 26.3,+76 48 14,1849,2481,-483
520011,12 08 53.3,-09 02 11,1532,1623,-91
28375,12 09 25.0,-28 48 04,2486,2067,406
7153,12 09 47.1,+62 16 06,2732,3229,-524
28383,12 10 14.0,-29 44 10,2469,1661,812
7184,12 11 19.9,+01 29 30,2469,2483,-74
7192,12 11 47.5,+12 08 35,4354,3707,647
7193,12 11 52.5,+24 07 27,2876,3124,212
7196,12 11 59.3,+15 24 03,7434,9070,-1681
7209,12 12 32.3,+12 07 23,2545,2438,106
220199,12 12 32.5,+12 18 36,7331,8438,-1107
28400,12 12 37.8,-32 34 57,8375,7387,988
7212,12 12 39.6,+34 41 22,6650,5116,1534
7215,12 12 46.4,+10 51 57,714,1052,361
28409,12 13 21.9,-42 14 22,6808,6678,130
7223,12 13 26.3,+14 46 18,2404,2407,-994
7235,12 13 47.3,+13 25 28,2455,2212,332
28415,12 13 52.6,-47 16 22,5718,4408,1310
7234,12 13 53.6,+13 10 21,2804,2882,-338
7240,12 14 06.5,+14 43 31,8211,7232,979
7249,12 14 37.7,+12 48 46,958,1732,-319
7255,12 15 04.5,+14 01 42,2647,2887,-343
28425,12 15 08.1,-30 45 57,6800,7550,-750
520024,12 15 11.9,-03 26 34,5546,4044,1502
28426,12 15 12.8,-27 39 40,7840,6457,1383
7260,12 15 16.8,+13 01 25,1036,1413,0
7275,12 15 39.3,+13 54 04,243,1152,261
7279,12 15 46.3,+10 41 49,2315,3253,-1058
28437,12 15 48.6,-42 44 27,6994,6036,958
221736,12 15 49.2,+13 11 48,19796,22866,-3070
28439,12 15 56.0,-29 03 22,3666,3495,171
221829,12 16 03.2,+14 00 46,15581,12314,3267
221828,12 16 11.7,+13 59 34,8009,6044,1965
7291,12 16 22.7,+13 18 27,562,1478,-65
7297,12 16 26.3,+47 01 32,7466,8383,-926
28442,12 16 27.8,-43 19 27,2275,1727,548
7313,12 17 09.2,+12 27 12,2466,2645,-101
7315,12 17 11.4,+15 19 25,1190,1607,-194
7319,12 17 25.7,+06 41 23,2583,2088,321
7327,12 17 37.7,+16 43 37,7015,8927,-1912
28451,12 17 44.6,-22 10 26,7960,7775,185
7330,12 17 46.9,+10 50 39,7621,7333,288
7334,12 17 58.2,+07 11 08,4061,3930,131
7333,12 17 59.8,+06 39 14,1076,1124,286
28452,12 18 00.3,-43 32 20,6171,5774,397
28455,12 18 08.3,-18 28 32,8654,9091,-437
7337,12 18 08.6,-01 03 52,6053,5926,127
7341,12 18 21.4,+25 13 00,7246,4624,2622
7345,12 18 49.5,+14 24 59,2734,952,461
7352,12 19 03.2,+08 51 19,2807,2583,-174
7358,12 19 12.3,+49 21 16,3851,3443,408
221991,12 19 44.1,+29 34 49,19665,22165,-2500
7371,12 19 47.1,+05 17 01,2718,2157,252
28467,12 19 50.6,-36 27 31,4257,3885,372
7380,12 19 56.2,+05 20 38,2725,2159,250
28471,12 20 10.3,-26 04 02,4331,5094,-763
7393,12 20 12.6,+58 05 33,4349,5060,-711
7387,12 20 17.4,+04 12 04,2080,3107,-698
7394,12 20 27.7,+01 28 09,1947,2222,187
28474,12 20 37.6,-18 39 55,8497,8484,13
520042,12 20 47.5,-06 58 17,5789,6443,-654
7403,12 21 02.2,+03 43 19,2887,3112,-703
28479,12 21 16.0,-21 59 43,7179,8669,-1490
28485,12 21 49.3,-24 10 08,4346,5337,-991
7431,12 22 05.5,+09 02 35,1388,1581,-171
520045,12 22 28.6,-04 39 05,5227,4518,709
7447,12 22 42.2,+09 19 56,1589,2327,-917
7450,12 22 54.9,+15 49 19,1897,767,646
28498,12 22 55.4,-23 20 48,12092,9918,2174
7451,12 23 05.8,+05 14 59,2010,2168,241
7459,12 23 14.0,+28 53 35,852,1818,-966
7464,12 23 41.5,+02 57 41,7893,8983,-1090
7469,12 23 48.5,+07 11 10,1764,1481,928
520051,12 23 54.0,-03 26 34,2362,2781,-419
28507,12 23 57.2,-40 16 19,9730,5407,4323
7478,12 23 58.8,+48 46 45,4349,3917,432
7487,12 24 27.3,+00 09 09,7964,7685,279
7503,12 25 22.1,+10 00 59,1305,1026,384
221659,12 25 41.7,+07 10 01,7480,11318,-3838
7513,12 25 42.9,+07 12 58,1332,1890,-480
7516,12 25 46.6,+04 30 33,5722,4324,1398
7518,12 25 54.1,+07 33 15,1542,1374,36
7522,12 25 58.1,+03 25 47,1770,2928,-519
28531,12 25 58.7,-44 40 53,8702,4946,3756
7539,12 26 27.0,+31 13 21,981,1450,-469
7547,12 26 50.4,+11 33 30,1431,1213,200
221928,12 26 51.8,+31 05 39,18219,20125,-1906
28539,12 26 54.1,-36 25 28,4369,3575,794
7549,12 26 58.3,+02 29 35,2037,1223,1186
222003,12 27 06.6,+06 25 32,7935,10324,-2389
7558,12 27 08.8,+16 19 30,6542,6697,-155
28547,12 27 21.1,-17 54 35,8469,7605,864
7565,12 27 22.2,+10 51 59,1255,2228,-815
7566,12 27 26.3,+06 15 47,1789,1099,311
7570,12 27 32.9,+06 13 00,6740,5001,1739
520063,12 27 38.7,-08 16 48,3346,3552,-207
28556,12 27 51.4,-25 50 40,7808,6976,832
28555,12 27 52.1,-30 05 52,6480,5434,1046
7590,12 28 18.8,+08 43 45,1454,2359,-949
28563,12 28 32.9,-22 14 21,7109,5636,1473
28564,12 28 35.9,-22 29 52,10154,9547,607
7600,12 28 40.6,+09 15 31,1193,2053,-643
7602,12 28 43.2,+14 59 57,2002,904,509
7603,12 28 44.0,+22 49 17,945,501,912
7607,12 28 52.2,+04 17 35,4581,5298,-869
7617,12 29 06.3,+44 39 18,7183,7422,-239
28570,12 29 28.3,-46 44 04,8785,9781,-996
7626,12 29 30.6,+07 41 46,1093,2121,-711
7627,12 29 37.7,+07 49 23,2676,1032,1377
7632,12 29 47.6,+27 14 35,7679,6419,1260
7644,12 30 20.8,+03 44 22,4560,4347,82
7647,12 30 26.8,+04 14 46,2765,2988,-579
7669,12 31 39.5,+16 51 07,1823,1063,350
28590,12 31 54.9,-46 08 03,9001,14667,-5666
7675,12 31 59.3,+14 25 12,2606,1469,-56
7677,12 32 03.2,+16 41 13,1944,2321,-908
520071,12 32 17.1,-07 33 52,1345,1262,102
28597,12 32 17.5,-22 58 49,10135,9641,494
7689,12 32 28.9,+39 35 23,6449,7021,-572
7687,12 32 36.5,+02 39 37,2056,1235,1174
7695,12 32 41.9,+14 03 01,147,852,561
220756,12 32 49.9,+03 17 57,5325,5601,-276
221950,12 32 59.7,+03 23 37,13600,13031,569
28604,12 33 21.8,-28 43 38,3876,5277,-1401
7709,12 33 30.3,+08 39 15,1560,2161,-751
7711,12 33 39.4,+09 10 24,2659,1094,316
28608,12 33 46.5,-46 25 13,10853,11197,-344
28610,12 33 48.9,-37 45 14,7978,7866,112
7714,12 33 51.2,+30 16 38,1449,971,478
520076,12 33 54.3,-12 01 38,5188,4380,808
28612,12 33 55.4,-45 50 31,10115,9823,292
7723,12 34 05.5,+35 31 05,1054,1092,-38
7726,12 34 19.5,+06 28 02,2346,784,626
7727,12 34 20.3,+08 11 51,2295,1274,136
7733,12 34 30.8,+09 09 17,758,1389,21
7747,12 34 34.2,+63 31 30,2848,2733,105
7750,12 35 09.3,+29 44 36,8339,7904,449
7749,12 35 10.6,-00 13 17,7217,6989,231
7754,12 35 23.9,+29 29 30,4848,5343,-495
7753,12 35 26.5,+14 29 45,810,1261,152
7758,12 35 34.5,+25 50 58,1640,901,694
7756,12 35 36.7,+03 02 04,1491,1516,-420
7766,12 35 57.7,+27 57 34,1094,551,543
28645,12 36 38.3,-19 40 23,8839,8947,-108
7788,12 36 56.4,+14 13 01,661,1009,404
7792,12 37 33.4,+04 22 04,5677,4878,799
7796,12 37 43.5,+11 49 02,1840,1148,265
7794,12 37 48.5,+05 22 05,1376,1180,230
7802,12 38 20.9,+07 53 27,2119,1626,-216
7806,12 38 35.9,+01 24 06,5538,5252,286
7808,12 38 37.3,+10 28 33,7606,11533,-3927
7810,12 38 45.4,+06 46 04,5940,5504,436
7819,12 39 18.7,-00 31 55,1409,933,163
7822,12 39 24.6,+07 57 52,2409,627,783
28685,12 39 36.9,-42 53 33,6642,5565,1077
7826,12 39 52.0,+15 17 51,946,970,443
520104,12 40 15.9,-09 17 54,6693,6848,-155
28696,12 40 29.4,-41 04 20,4555,3050,1731
28697,12 40 33.2,-36 58 09,5993,5391,602
520107,12 40 36.9,-05 07 54,2882,2707,223
7836,12 40 56.2,+29 27 54,9609,9404,205
7848,12 40 57.3,+63 31 09,2608,3665,-1057
520117,12 41 24.0,-12 36 51,4690,4449,241
7849,12 41 25.5,+13 43 44,6435,7044,-609
28716,12 41 34.5,-42 54 56,10669,9118,1551
28722,12 42 11.3,-25 25 44,7658,7548,110
28726,12 42 29.6,-47 33 25,5764,5816,-52
7870,12 42 32.1,-00 04 00,2059,1107,1112
7873,12 42 40.7,+01 20 43,5361,4930,431
7883,12 42 57.2,-01 13 46,3549,3050,499
520620,12 43 02.9,-01 16 58,7460,9033,-1573
7893,12 43 17.6,-00 38 41,2982,2971,1
7897,12 43 28.7,+29 27 59,9631,11158,-1527
7896,12 43 32.5,+11 34 54,1736,1117,296
7901,12 43 42.6,+16 23 35,1110,2236,-823
7899,12 43 45.6,+10 46 11,9020,8983,37
28750,12 43 47.2,-20 09 18,8519,6555,1964
7902,12 43 56.6,+13 07 35,1354,1124,289
28751,12 43 58.2,-45 35 41,6275,6558,-283
7917,12 44 26.2,+37 07 14,7235,4822,2413
7922,12 44 32.3,+56 08 59,4912,5556,-456
7921,12 44 42.6,+40 40 42,5357,13470,-8113
28771,12 44 48.4,-20 47 06,3874,3289,585
520563,12 44 52.1,-00 25 48,24998,20474,4524
28774,12 45 04.8,-44 00 23,5149,5565,-784
7926,12 45 08.3,-00 27 48,1850,1348,871
7931,12 45 31.8,-00 32 09,1955,1204,1015
28778,12 45 41.0,-26 14 35,5622,5715,-93
7937,12 46 15.5,+08 20 53,6782,6247,535
7962,12 47 09.1,+71 10 34,1738,2071,-287
28808,12 47 24.8,-24 38 14,7869,7256,613
28810,12 47 30.7,-39 34 15,4937,3951,830
28813,12 47 40.2,-26 11 56,7804,8522,-718
7965,12 47 45.6,+13 45 45,1915,1097,316
7963,12 47 52.8,-01 11 10,7376,7211,165
28830,12 48 20.7,-20 17 33,6628,6359,269
7970,12 48 22.9,+08 29 15,1330,1987,-574
28844,12 49 23.4,-42 38 50,6877,7491,-614
520163,12 49 25.1,-05 11 46,4629,3893,741
7977,12 49 34.3,+25 28 11,4662,4477,185
520166,12 49 34.6,-09 44 37,5011,3393,870
7978,12 49 36.9,+30 50 42,8340,6885,1455
7981,12 49 41.5,+30 45 08,5129,5381,-252
28853,12 49 45.8,-23 51 36,9673,8344,1329
7985,12 49 57.9,+05 18 39,979,1166,244
28863,12 50 19.5,-44 25 37,2327,1771,556
7989,12 50 26.6,+25 30 01,1489,830,647
7993,12 50 31.6,+52 07 21,4961,5717,-756
520175,12 50 32.5,-05 16 57,5081,4110,524
7991,12 50 39.0,+01 27 50,1603,1647,-551
28875,12 50 40.9,-20 20 12,8010,6823,1187
221060,12 51 03.5,+27 22 10,8589,1660,6929
28890,12 51 32.3,-27 46 00,3874,2954,592
28922,12 52 35.1,-31 53 13,3849,1020,2829
28923,12 52 37.6,-39 01 41,4508,4471,310
520498,12 52 41.3,-15 59 10,15001,14184,817
520509,12 53 11.0,-29 11 06,28349,31096,-2747
8020,12 53 21.1,+01 16 07,1462,1390,-294
28948,12 53 34.8,-25 23 04,3308,2114,1194
520227,12 53 52.3,-29 01 33,23368,21797,1571
520232,12 54 04.9,-16 04 57,14319,15059,-740
520483,12 54 14.2,-29 03 01,18205,17560,-789
520535,12 54 23.0,-28 42 12,20893,21480,-587
520234,12 54 23.3,-10 32 09,1600,1084,580
28963,12 54 26.6,-40 22 20,5093,5692,-911
8033,12 54 40.8,+28 56 18,2750,2328,452
8036,12 54 48.5,+19 10 34,1216,2303,-890
520517,12 54 56.1,-28 58 00,17744,15219,1552
520305,12 54 59.6,-17 55 30,13602,15993,-2391
28979,12 55 01.1,-40 58 14,4482,2713,2068
28981,12 55 06.4,-34 51 26,9511,6094,3417
8041,12 55 12.7,+00 06 58,1653,1202,1017
28988,12 55 32.5,-28 27 31,3494,3755,-261
520530,12 55 40.2,-28 49 42,22936,22109,827
520494,12 55 40.2,-28 34 33,17321,17161,-390
29007,12 56 33.1,-44 14 55,10162,9206,956
8062,12 56 43.8,+21 40 00,697,388,286
8064,12 56 46.5,+11 05 29,6781,8739,-1958
221140,12 56 48.0,+11 09 56,14161,15833,-1672
520284,12 57 05.7,-12 16 20,6674,6624,50
8067,12 57 12.0,-01 42 24,3174,3093,50
520292,12 57 12.7,-15 02 05,4069,4578,-509
29038,12 57 29.3,-28 12 17,5136,5045,91
29040,12 57 30.5,-26 00 47,8186,6359,1827
29045,12 57 41.9,-24 11 16,10022,8637,1385
520500,12 57 46.8,-17 30 11,13293,15536,-2243
520501,12 58 00.1,-17 35 23,12899,12299,600
29049,12 58 07.7,-46 15 46,2422,1834,588
8085,12 58 17.3,+14 33 23,2346,2139,184
8088,12 58 22.8,+13 52 20,6741,5512,1229
520503,12 58 44.7,-17 09 04,8676,11401,-2725
520502,12 59 05.9,-17 37 52,13571,11768,1803
520306,12 59 20.8,-17 38 46,14291,13149,1142
29076,12 59 22.3,-27 25 10,3673,3030,516
8102,12 59 27.0,+14 10 14,2285,2067,256
520377,12 59 33.2,-14 08 22,6782,4981,1801
8120,12 59 56.3,+73 41 33,1710,2134,-350
221374,13 00 14.3,+27 16 50,11372,12001,-629
29113,13 00 54.1,-36 07 13,7419,8386,-967
8121,13 00 58.6,-00 01 39,1498,1514,-418
29116,13 01 01.1,-35 55 55,5001,4117,924
29140,13 01 48.5,-27 07 24,3363,3133,413
520402,13 01 49.5,-08 20 07,4149,4166,-147
520403,13 01 55.2,-06 55 34,3921,3624,395
8146,13 02 07.6,+58 41 55,797,1611,-814
29155,13 02 12.9,-25 22 41,6626,6011,615
29157,13 02 17.7,-32 22 36,10101,9525,576
520412,13 02 25.3,-17 40 45,4978,4866,157
29163,13 02 44.8,-22 04 18,7276,6445,831
8149,13 02 47.9,+06 47 07,7455,7795,-340
29173,13 03 20.9,-32 14 05,5151,5517,-340
530005,13 03 46.5,-05 08 01,4333,4489,-156
8166,13 03 52.4,+10 58 20,3252,3955,-703
530010,13 04 14.2,-10 20 22,3438,3063,375
29190,13 04 22.1,-32 21 09,9965,9261,704
8185,13 05 47.6,+27 43 00,2796,2961,-181
8186,13 05 58.5,+03 57 22,7327,7184,143
8191,13 06 03.6,+35 58 47,5051,5402,-350
230082,13 06 38.0,+28 50 54,5008,2712,2296
8203,13 07 24.4,+32 51 43,5543,5358,174
29274,13 08 15.0,-21 00 04,1958,2143,-185
530033,13 08 48.9,-06 46 46,2001,1733,70
29286,13 09 11.8,-44 37 51,11243,11643,-400
29302,13 09 35.4,-18 58 21,10953,10421,532
530038,13 09 40.5,-07 49 00,2066,1785,18
8238,13 09 41.0,-01 02 53,7651,8373,-722
530628,13 09 42.1,-07 53 08,7066,7521,-455
8246,13 10 04.4,+34 10 49,1045,1167,-38
8250,13 10 20.2,+32 28 58,5517,4426,1106
29318,13 10 22.7,-27 58 32,2426,1807,666
29321,13 10 23.5,-21 41 08,7408,8485,-1077
530046,13 10 28.3,-07 38 59,7202,6562,640
29320,13 10 32.9,-42 43 02,11875,9368,2507
8255,13 10 56.5,+11 28 36,3668,3611,41
29330,13 11 02.3,-44 35 26,5176,5650,-474
29332,13 11 08.8,-28 00 28,2415,3188,-715
8270,13 11 37.0,+22 54 55,2884,3035,-174
8282,13 11 51.2,+60 14 50,2181,3793,-1225
8280,13 12 11.1,+35 40 17,1045,1470,-341
8286,13 12 11.7,+44 02 12,603,770,-134
29351,13 12 55.8,-32 41 17,2667,1531,1104
29366,13 13 20.7,-18 55 58,6465,7280,-815
8307,13 13 27.5,+36 35 36,1099,1369,-240
8306,13 13 34.5,+15 59 29,7083,6815,268
29377,13 13 57.6,-39 15 39,5274,4989,285
530066,13 14 09.5,-05 36 04,5670,4958,712
