6dFGS,RAJ2000,DEJ2000,czgal,czgr,log(Dz/DH),e_log(Dz/DH)
g0645269-332514,101.36205,-33.4206,11119,,-0.1161,0.1203
g0645343-742039,101.3931,-74.3443,6558,6547,-0.3168,0.1473
g0645375-304733,101.4063,-30.7926,16098,,-0.1807,0.1508
g0645465-352232,101.44365,-35.3756,13067,,-0.0349,0.1468
g0645487-622256,101.4528,-62.3821,12969,,0.0239,0.1055
g0645564-552453,101.4849,-55.4146,10553,,0.1904,0.0964
g0646030-732958,101.51235,-73.4993,4942,,0.0921,0.1065
g0646136-612542,101.55675,-61.4284,11952,,0.0888,0.1438
g0646136-740720,101.55675,-74.1223,11865,,-0.1384,0.1258
g0646252-653826,101.60505,-65.6407,10774,10906,0.0818,0.0988
g0646279-213249,101.6163,-21.5469,7978,,-0.0461,0.1443
g0646341-654037,101.64225,-65.6769,11104,10906,0.0236,0.1303
g0646444-430728,101.68485,-43.1244,9882,,0.0244,0.1046
g0646478-671805,101.6991,-67.3014,11101,,0.0116,0.108
g0646527-553945,101.71935,-55.6626,15320,15756,-0.1081,0.1433
g0647073-673614,101.7804,-67.6038,10921,,0.0494,0.1104
g0647105-654418,101.7939,-65.7383,10715,10906,0.0039,0.1314
g0647293-554907,101.8719,-55.8186,15530,15756,0.086,0.1406
g0648127-623703,102.05295,-62.6175,12850,,-0.1663,0.1564
g0648192-614924,102.0801,-61.8232,9104,,0.1074,0.1075
g0648198-552430,102.08235,-55.4083,16071,,0.0349,0.1292
g0648242-293756,102.10065,-29.6323,11695,,0.2439,0.1147
g0648500-334640,102.20835,-33.7777,10733,,0.0651,0.1294
g0649004-330119,102.25185,-33.022,14032,13473,-0.0118,0.1226
g0649016-435637,102.2565,-43.9437,10963,,0.0351,0.1247
g0649022-714123,102.2589,-71.6898,4317,4321,0.0151,0.1137
g0649090-644021,102.28725,-64.6726,8710,,0.0415,0.097
g0649277-555044,102.36525,-55.8455,15982,15666,-0.2139,0.124
g0649361-535653,102.4005,-53.9481,16015,,-0.0782,0.1369
g0649379-714253,102.40785,-71.7147,4468,4321,-0.1173,0.1002
g0649388-741643,102.4119,-74.2787,6410,6547,-0.1545,0.1443
g0649456-370724,102.43995,-37.1233,9802,,-0.2108,0.1433
g0649543-774214,102.4764,-77.7039,11289,,0.2579,0.0977
g0650024-664834,102.50985,-66.8095,11853,12238,0.181,0.1264
g0650043-261509,102.51795,-26.2524,15087,,-0.0957,0.1072
g0650074-341424,102.53055,-34.2399,15291,,0.2064,0.104
g0650102-631111,102.54255,-63.1865,12730,,-0.1467,0.1788
g0650215-554933,102.58965,-55.8257,15023,15666,0.0826,0.1426
g0650223-463306,102.5931,-46.5517,12579,,-0.0352,0.1244
g0650281-570701,102.61695,-57.1169,12083,,0.1036,0.153
g0650282-371227,102.6174,-37.2074,9563,,-0.0247,0.0993
g0650544-352056,102.72675,-35.3489,10524,,0.1483,0.0959
g0651051-563423,102.77115,-56.5732,14872,,-0.0579,0.1325
g0651087-734958,102.78615,-73.8327,11928,,0.1864,0.132
g0651110-432107,102.7959,-43.3518,11445,,-0.0355,0.1129
g0651157-613424,102.8154,-61.5733,11925,,0.1268,0.0983
g0651327-272950,102.8862,-27.4973,11880,,-0.0581,0.1311
g0651329-644019,102.88725,-64.672,12219,,0.1579,0.1632
g0651525-664125,102.9687,-66.6902,12274,12238,-0.0097,0.1751
g0651535-555122,102.97275,-55.856,15774,15666,-0.0243,0.1211
g0652036-462436,103.01505,-46.4099,15459,,0.1163,0.1128
g0652083-254825,103.0344,-25.807,12092,,-0.1154,0.1235
g0652110-590141,103.04595,-59.028,8723,,0.1189,0.0954
g0652137-640527,103.05705,-64.0909,10571,,0.0748,0.1087
g0652189-553238,103.07865,-55.5438,15325,15518,-0.0291,0.1655
g0652508-513147,103.2117,-51.5298,8437,,-0.195,0.1577
g0652518-451813,103.21575,-45.3037,11984,,0.0501,0.1294
g0652552-441923,103.23,-44.3229,11866,,-0.0144,0.1107
g0652571-714542,103.23765,-71.7618,4439,4321,-0.053,0.0945
g0653026-701732,103.2609,-70.2923,11308,,-0.0502,0.1046
g0653057-433510,103.27365,-43.586,10458,,0.0621,0.127
g0653155-644854,103.3146,-64.8149,12489,,-0.0914,0.1119
g0653308-750136,103.3785,-75.0265,6470,,-0.1267,0.103
g0653595-460611,103.49775,-46.103,11475,,-0.1715,0.1622
g0654007-275455,103.503,-27.9152,12033,,0.0705,0.155
g0654011-554058,103.5045,-55.6828,15566,15518,0.0411,0.1499
g0654124-702115,103.55175,-70.3542,11548,,-0.0675,0.1644
g0654144-553333,103.55985,-55.5591,15476,15518,0.1496,0.1167
g0654219-654911,103.59135,-65.8196,12308,,0.0846,0.1237
g0654231-593433,103.5963,-59.5759,9713,,-0.0051,0.1309
g0654322-291105,103.6341,-29.1846,6816,,-0.1317,0.1267
g0654515-553105,103.71465,-55.5179,15837,15518,0.0017,0.1041
g0655106-581916,103.794,-58.3211,11305,,-0.1118,0.1342
g0655181-553325,103.82535,-55.5569,15837,15518,0.0419,0.1047
g0655528-552336,103.9701,-55.3934,15958,15518,-0.0157,0.1134
g0656174-474356,104.07255,-47.7321,14172,,-0.066,0.1152
g0656216-861021,104.08995,-86.1726,12467,,0.1092,0.1219
g0656279-453146,104.11635,-45.5295,11688,11769,-0.0105,0.1117
g0656321-554834,104.1336,-55.8094,14758,,0.2948,0.1085
g0656336-453851,104.13975,-45.6475,11838,11769,0.0628,0.1078
g0656342-523307,104.1423,-52.5519,14225,,0.0828,0.0989
g0656359-253816,104.14965,-25.6379,8020,,0.0506,0.1083
g0656398-454943,104.166,-45.8286,11208,11769,0.0426,0.1659
g0657081-453256,104.28375,-45.549,8511,,0.0781,0.1078
g0657197-465905,104.3322,-46.9846,12136,12146,0.0984,0.1098
g0657314-265031,104.38065,-26.8419,10119,,-0.173,0.1579
g0657366-455007,104.4027,-45.8353,11748,11769,-0.0894,0.1169
g0657515-532546,104.4645,-53.4293,14434,,-0.0989,0.1132
g0657564-253523,104.4849,-25.5896,13209,,0.0988,0.1337
g0657566-411046,104.4858,-41.1795,15922,,0.0388,0.1248
g0658403-645215,104.66775,-64.8708,10244,,-0.1188,0.13
g0658458-495540,104.69055,-49.9277,13662,13776,0.0319,0.1104
g0659028-654209,104.76165,-65.7026,11172,,-0.0455,0.1542
g0659502-282429,104.9592,-28.4081,14199,,-0.0138,0.1342
g0659593-691758,104.99715,-69.2995,12153,11880,0.0726,0.1303
g0700053-370843,105.02205,-37.1452,9814,,-0.0479,0.1121
g0700055-781842,105.0228,-78.3117,12310,,-0.0801,0.1389
g0700215-772948,105.0897,-77.4965,12222,,0.2227,0.1062
g0700411-632325,105.1713,-63.3903,10488,,0.0535,0.106
g0700443-371804,105.18465,-37.3011,10054,,0.0071,0.1295
g0700571-274548,105.23775,-27.7633,14110,,-0.0015,0.1129
g0701147-484112,105.3114,-48.6866,13336,13019,-0.0784,0.1192
g0701429-283356,105.42855,-28.5655,14291,,0.0459,0.1397
g0702012-374236,105.5049,-37.7101,11134,,0.0672,0.1067
g0702162-494304,105.5676,-49.7179,13845,13776,-0.0742,0.1208
g0702364-704433,105.65175,-70.7424,11461,11234,-0.0538,0.161
g0702366-510238,105.65265,-51.0438,11625,,0.0345,0.1527
g0702562-491744,105.7341,-49.2956,12557,,0.041,0.1187
g0703077-364126,105.78195,-36.6905,9488,,-0.0008,0.1076
g0703171-670203,105.8214,-67.0341,4755,,-0.2009,0.1223
g0703216-644506,105.84015,-64.7516,9827,,-0.0579,0.1328
g0703283-702459,105.86805,-70.4163,10893,11234,0.0382,0.105
g0703514-541912,105.9642,-54.3201,12549,,0.0035,0.1093
g0703580-490450,105.9918,-49.0806,13038,13019,-0.0207,0.11
g0704033-534404,106.01355,-53.7344,10212,,-0.0203,0.1215
g0704230-444228,106.0959,-44.7079,12896,,0.1167,0.1008
g0704261-554421,106.1085,-55.7392,15334,,0.0043,0.115
g0704374-601114,106.15575,-60.1871,9629,9577,0.1082,0.1107
g0704383-703200,106.15935,-70.5334,11193,11234,0.0285,0.1203
g0704392-702307,106.1631,-70.3853,11523,11234,-0.024,0.1253
g0704538-533516,106.224,-53.5876,15249,,0.0507,0.1701
g0704579-541759,106.2411,-54.2996,14618,,-0.1659,0.131
g0704586-492137,106.2441,-49.3602,13638,13019,0.0359,0.1056
g0705129-692344,106.30365,-69.3956,12905,,0.0293,0.115
g0705132-491320,106.30485,-49.2221,11600,13019,-0.0233,0.137
g0705275-695705,106.3644,-69.9515,9756,,0.0489,0.1349
g0705290-490741,106.37085,-49.1279,12290,13019,-0.067,0.1067
g0705295-660148,106.3728,-66.03,9256,9280,-0.0421,0.1201
g0705298-750023,106.3743,-75.0062,11931,,-0.1214,0.1247
g0706047-544911,106.51935,-54.8198,15068,,0.0134,0.1789
g0706134-373747,106.55565,-37.6298,11289,10952,-0.0766,0.1476
g0706524-653036,106.71855,-65.5099,12526,,0.0686,0.1214
g0706559-610918,106.7331,-61.1549,9658,9668,0.1152,0.0991
g0707017-670340,106.7571,-67.0612,10903,,0.0504,0.1174
g0707098-464330,106.7907,-46.7249,9508,,0.1473,0.1007
g0707259-491251,106.85775,-49.2141,13161,13119,0.0761,0.1013
g0707352-484314,106.8966,-48.7205,13132,,0.0374,0.1168
g0707598-662718,106.9989,-66.4549,9226,9280,-0.0575,0.1139
g0708151-524332,107.06265,-52.7256,15554,,0.0345,0.1253
g0708168-491145,107.06985,-49.1957,13072,13119,0.0648,0.1035
g0708272-612756,107.1132,-61.4656,9509,9668,-0.0227,0.1275
g0710045-835537,107.51865,-83.9268,12415,,0.1538,0.1029
g0710105-493051,107.54385,-49.5142,12863,13119,0.0515,0.1221
g0710433-491018,107.68035,-49.1718,12115,,0.1484,0.1028
g0710491-675137,107.70435,-67.8602,9314,,0.0659,0.0941
g0710523-514824,107.718,-51.8068,8243,,0.1998,0.1185
g0711029-533622,107.76225,-53.6062,12526,,0.0292,0.1692
g0711057-474452,107.77365,-47.7477,13017,,0.0655,0.1132
g0711141-671520,107.8086,-67.2556,9346,,-0.0179,0.0974
g0711241-603250,107.8503,-60.5473,9723,9668,0.1271,0.1077
g0711253-491433,107.8554,-49.2425,11486,,-0.0798,0.1247
g0711483-502454,107.9511,-50.415,12953,,-0.0975,0.1167
g0711579-603914,107.99115,-60.6538,10352,9668,-0.1475,0.1906
g0711594-602711,107.99745,-60.4529,8914,9668,-0.0353,0.1185
g0712068-614704,108.02835,-61.7843,10560,,0.039,0.134
g0712109-532332,108.04515,-53.3923,14027,13954,-0.1535,0.1215
g0712247-470955,108.10305,-47.1654,11970,,0.0264,0.1327
g0712490-530116,108.2043,-53.0211,13308,13954,-0.0617,0.1619
g0712514-350433,108.21405,-35.0759,16037,,-0.248,0.1248
g0713310-361419,108.3792,-36.2387,9980,9607,1e-04,0.1007
g0713566-350126,108.486,-35.0239,13430,,0.0364,0.101
g0714126-672618,108.5526,-67.4385,9647,,0.008,0.1239
g0714157-530539,108.56535,-53.0941,14209,13954,-0.1017,0.144
g0714183-504715,108.57615,-50.7874,13134,,-0.0262,0.1313
g0714288-530222,108.6198,-53.0395,14119,13954,-0.0349,0.1314
g0714506-363748,108.7107,-36.6299,9801,9607,0.1381,0.1071
g0715077-512948,108.7821,-51.4966,13104,,0.1672,0.1006
g0715163-530707,108.8178,-53.1186,14150,13954,0.0818,0.1327
g0715233-492346,108.8469,-49.396,15566,,-0.0997,0.1116
g0715352-363217,108.8967,-36.5379,9502,,-0.1192,0.1209
g0715538-603302,108.9744,-60.5505,10445,,-0.2062,0.1289
g0716238-531750,109.0989,-53.2973,14000,13954,0.0152,0.1316
g0716319-593457,109.1328,-59.5826,9549,,0.0992,0.0953
g0716353-584819,109.1469,-58.8051,9371,9363,0.1002,0.1038
g0716378-753357,109.15755,-75.5659,6267,,0.0736,0.092
g0716484-361415,109.20165,-36.2375,9504,9607,-0.2109,0.1242
g0716565-505157,109.23525,-50.8657,15445,,-0.031,0.1152
g0717026-580700,109.2609,-58.1167,8084,,-0.2768,0.1597
g0717081-362159,109.2837,-36.3663,9594,9607,-0.0581,0.1087
g0717190-762257,109.32915,-76.3826,6235,,0.0636,0.1227
g0718065-693531,109.52715,-69.592,9943,,-0.1488,0.1216
g0718120-702532,109.54995,-70.4254,11349,,0.0237,0.1017
g0718146-471132,109.5609,-47.1923,12845,,0.1571,0.0954
g0718160-763804,109.5666,-76.6344,11900,,-0.0358,0.1048
g0718172-523659,109.5717,-52.6163,13883,,0.1881,0.1341
g0718237-495139,109.5987,-49.8608,12930,,-0.1233,0.1245
g0718318-353943,109.6326,-35.6619,9267,9607,0.1224,0.1197
g0718451-773928,109.68765,-77.6578,11957,,0.0519,0.1167
g0719023-770138,109.75935,-77.0272,11899,,-0.0482,0.1177
g0719037-502510,109.76565,-50.4194,12270,,0.0635,0.1035
g0719053-590034,109.77225,-59.0094,9402,9363,0.277,0.1179
g0719450-552556,109.9374,-55.4321,15287,,0.207,0.1037
g0720333-654802,110.13885,-65.8007,14631,,0.0154,0.1312
g0721092-490517,110.2884,-49.0881,15692,,-0.1008,0.114
g0722022-495828,110.50935,-49.9745,15181,,-0.0485,0.1295
g0722373-495635,110.6553,-49.9431,12664,,0.1129,0.1206
g0722447-593229,110.68635,-59.5414,12041,,0.0653,0.1054
g0722580-504438,110.74155,-50.7438,12782,12614,-0.068,0.1367
g0723018-453511,110.7573,-45.5864,9255,,0.3017,0.0942
g0723096-602956,110.79,-60.4988,10270,,0.1465,0.1223
g0723364-523811,110.9019,-52.6363,10200,,0.2417,0.0946
g0723421-604709,110.92515,-60.7859,10330,,0.0474,0.1128
g0723524-505053,110.96835,-50.8482,12573,12614,-0.0832,0.132
g0725567-501955,111.48615,-50.3321,15664,,0.006,0.1093
g0726173-503445,111.57195,-50.5791,12635,,0.0568,0.1131
g0726249-514931,111.6036,-51.8253,12573,,0.0893,0.1227
g0727117-512219,111.7989,-51.3721,11315,,0.226,0.0944
g0727221-673757,111.84225,-67.6324,7495,,-0.0606,0.1269
g0727229-663115,111.8454,-66.5209,12624,,0.0256,0.1292
g0727311-811538,111.8796,-81.2606,11828,,-0.0387,0.1418
g0727400-493002,111.91665,-49.5006,12549,,0.0873,0.0998
g0727436-512935,111.9318,-51.493,12575,,0.0775,0.0988
g0728009-634107,112.00365,-63.6854,12483,,-0.0097,0.1113
g0728039-525718,112.01625,-52.9551,10743,,-0.0738,0.1178
g0728349-505930,112.1454,-50.9918,12307,,0.0683,0.1164
g0728532-531627,112.22175,-53.2743,10683,,0.0627,0.1131
g0729565-665926,112.4853,-66.9904,14393,,0.0129,0.1047
g0730266-490656,112.61085,-49.1155,12073,,0.0324,0.1194
g0730385-503144,112.6602,-50.5288,13868,,-0.0583,0.1098
g0730576-495743,112.73985,-49.962,12911,,-0.0919,0.1418
g0732040-631105,113.01675,-63.1846,10838,,0.0587,0.142
g0732298-835106,113.12415,-83.8515,5014,,-0.2772,0.1038
g0732355-515949,113.14785,-51.9968,12697,,0.1142,0.1208
g0733243-523231,113.3514,-52.5418,12397,,-0.0101,0.1376
g0733368-560927,113.4033,-56.1574,10229,,0.1262,0.0962
g0733469-504528,113.4453,-50.7577,12581,,0.0124,0.1078
g0735170-765508,113.8206,-76.9187,5999,,0.2316,0.1149
g0736028-765008,114.01155,-76.8355,5969,,-0.0604,0.1082
g0737363-660711,114.4011,-66.1196,6485,,0.1447,0.092
g0737367-694513,114.40275,-69.7537,10880,,0.1434,0.1286
g0738419-541844,114.6747,-54.3123,8709,,0.1055,0.1061
g0739346-695356,114.89415,-69.8988,10491,,0.0995,0.1567
g0739356-663235,114.89835,-66.5431,12451,,-0.0354,0.1129
g0739464-714213,114.94335,-71.7035,11085,,0.1871,0.1026
g0739479-815041,114.94965,-81.8447,12308,,-0.1379,0.1914
g0740496-570603,115.2066,-57.1009,15238,,0.0902,0.1573
g0742350-522802,115.6458,-52.4673,12075,12735,0.1164,0.1297
g0742364-651655,115.65165,-65.2819,10568,,0.114,0.1095
g0742549-711310,115.7286,-71.2193,8509,,0.1243,0.1001
g0743133-511203,115.80555,-51.2009,8631,,0.009,0.1318
g0743218-495223,115.84065,-49.873,11003,,0.0779,0.1355
g0743280-525430,115.8666,-52.9082,13033,12735,-0.0344,0.1077
g0743443-733654,115.9347,-73.6149,12638,,-0.1466,0.1696
g0743507-712608,115.96125,-71.4355,10967,,-0.05,0.1515
g0744094-680148,116.03925,-68.03,14217,,-0.063,0.1834
g0744125-020104,116.05215,-2.0179,15548,,-0.0543,0.1518
g0744221-574533,116.0922,-57.7593,7774,,0.1456,0.1037
g0745010-514608,116.2542,-51.769,7791,,-0.0307,0.111
g0746243-860021,116.60115,-86.0057,12323,,0.051,0.1401
g0746481-671853,116.7003,-67.3148,5347,,0.0089,0.0991
g0747056-495024,116.7732,-49.8399,8877,,0.2304,0.1159
g0747228-532820,116.8449,-53.4721,11866,,-0.0998,0.1238
g0747263-780902,116.85945,-78.1505,11454,,-0.0104,0.1367
g0748529-694758,117.2205,-69.7996,10555,,0.084,0.1065
g0749492-694720,117.45495,-69.7888,10556,,0.1372,0.1198
g0750231-500011,117.5961,-50.003,8789,,0.1271,0.0945
g0750240-530532,117.6,-53.0922,11899,12819,0.0978,0.1092
g0750302-040149,117.6258,-4.0303,15077,,-0.2172,0.1618
g0751311-695009,117.87975,-69.8357,10377,,0.1147,0.1028
g0751523-524640,117.9681,-52.7779,12560,,-0.0583,0.1158
g0752245-491535,118.10205,-49.2598,15898,,-0.0009,0.1031
g0752469-635902,118.19535,-63.9839,7310,,-0.0674,0.1042
g0753129-712938,118.30365,-71.494,10851,,0.1126,0.1211
g0753523-721257,118.46805,-72.2158,10759,,0.019,0.098
g0755090-723808,118.78755,-72.6356,8479,,0.0326,0.1393
g0755525-805226,118.96875,-80.8738,12015,,-0.0107,0.1204
g0756024-060928,119.00985,-6.1579,16014,,0.0073,0.1182
g0756257-024933,119.1072,-2.8259,15773,,-0.1304,0.1249
g0756269-065029,119.11215,-6.8413,15895,,-0.0728,0.1512
g0757283-715446,119.36805,-71.9128,10971,,-0.0541,0.127
g0757375-043735,119.4063,-4.6263,16105,,0.0195,0.1263
g0758050-531523,119.5209,-53.2562,11604,,-0.0152,0.107
g0758321-664248,119.63385,-66.7132,14228,,0.0137,0.1593
g0759202-044552,119.8341,-4.7645,11401,,0.1184,0.1129
g0759490-093554,119.9541,-9.5983,13261,,-0.0438,0.117
g0800085-503939,120.03525,-50.6608,8525,,-0.0284,0.1098
g0800103-095406,120.0429,-9.9016,7056,,0.1891,0.0957
g0800410-723121,120.1707,-72.5225,8272,,0.0505,0.1106
g0800466-722909,120.19425,-72.4857,8182,,-0.0467,0.1394
g0801080-053438,120.28336,-5.5773,15870,,0.0163,0.1198
g0801204-090351,120.33495,-9.0642,15092,,0.1203,0.1028
g0801265-074805,120.36045,-7.8012,12783,,0.0315,0.1357
g0802299-092512,120.6246,-9.4201,15183,,0.0281,0.1082
g0802509-083658,120.71189,-8.616,12965,,0.1757,0.1176
g0802515-045556,120.71476,-4.9323,11645,,0.0167,0.1197
g0802595-731843,120.7479,-73.3119,13845,,0.0363,0.1286
g0803080-712031,120.78315,-71.3418,10705,,0.0368,0.1029
g0803166-101658,120.8193,-10.2826,11227,,0.0663,0.1069
g0803272-702201,120.8634,-70.3669,10829,,0.0972,0.0993
g0803504-012455,120.96014,-1.4153,13922,,0.0735,0.1219
g0804055-711754,121.023,-71.2984,10646,,-0.0738,0.1042
g0804463-711018,121.1928,-71.1717,13974,,0.1027,0.1117
g0805090-673512,121.28745,-67.5867,7273,7193,-0.1423,0.0975
g0805416-094901,121.42334,-9.8168,11169,,0.0839,0.0944
g0806014-072354,121.50586,-7.3982,15666,,-0.0192,0.1088
g0806152-074453,121.56331,-7.7481,13059,,-0.0517,0.1217
g0806389-074105,121.662,-7.6846,15577,,0.1498,0.112
g0808253-855946,122.1054,-85.9961,12384,,-0.0474,0.1487
g0808418-673232,122.17425,-67.5422,7125,7193,0.0192,0.1273
g0808525-023007,122.21895,-2.5019,15938,,-0.1085,0.1348
g0809188-712156,122.32844,-71.3656,11037,,0.1928,0.1151
g0810008-645612,122.50319,-64.9366,6056,,0.11,0.0996
g0810335-025909,122.63955,-2.9859,16030,,-0.0367,0.1452
g0811108-642118,122.7948,-64.3549,13524,,-0.0931,0.1158
g0811340-114020,122.89185,-11.6723,13514,,0.0399,0.1065
g0811385-021948,122.9103,-2.3301,15791,,0.2319,0.1158
g0812154-674026,123.06406,-67.6739,7276,7193,0.0184,0.1487
g0812413-684359,123.17204,-68.7332,13448,,0.1456,0.1148
g0813237-571714,123.3486,-57.2872,10073,,0.15,0.0993
g0813249-102010,123.35371,-10.3361,10908,,-0.1019,0.1207
g0814572-614407,123.73816,-61.7351,9008,,0.0158,0.1164
g0815416-154831,123.92325,-15.8087,14957,,-0.026,0.1248
g0815434-041607,123.9306,-4.2686,14897,,-0.0452,0.1132
g0815571-162750,123.98805,-16.4639,15226,,0.013,0.1503
g0816049-064848,124.02045,-6.8133,14269,,-0.0199,0.1257
g0816118-703945,124.04911,-70.6625,10083,10784,-0.0402,0.1184
g0816383-002412,124.15966,-0.4033,10608,10388,0.0609,0.0992
g0816564-071527,124.23494,-7.2576,13880,,-0.0412,0.1062
g0816582-094917,124.24245,-9.8214,10972,,0.06,0.0948
g0817123-003231,124.3011,-0.542,10399,10388,-0.0165,0.1006
g0817257-095357,124.35719,-9.8993,13731,,-0.0156,0.109
g0817278-100109,124.36575,-10.0191,13791,,0.1388,0.1145
g0817281-004101,124.36695,-0.6837,10249,10388,-0.0225,0.1004
g0817411-005253,124.42125,-0.8813,10399,10388,-0.1091,0.1016
g0817485-133859,124.45215,-13.6497,14660,,-0.0156,0.1966
g0818006-161400,124.50255,-16.2334,15379,,0.0702,0.1197
g0818136-022604,124.55655,-2.4344,15558,,-0.0455,0.1142
g0818234-673640,124.59751,-67.6112,7459,,0.105,0.0912
g0818436-034853,124.68181,-3.8146,15470,,0.1033,0.1041
g0818464-144727,124.69319,-14.7907,6446,,-0.181,0.1542
g0818579-673010,124.7412,-67.5029,7159,,0.2405,0.1166
g0819079-020846,124.7829,-2.146,15469,,-0.0989,0.1493
g0819142-784146,124.80915,-78.6961,5613,5500,-0.023,0.092
g0819313-091715,124.88055,-9.2875,13823,,0.0611,0.1095
g0819319-030944,124.88295,-3.1623,15410,15316,-0.0202,0.1017
g0819389-031502,124.9122,-3.2506,15321,15316,-0.1344,0.1266
g0819394-625844,124.91429,-62.9789,15662,,0.2334,0.1447
g0819559-752549,124.98284,-75.4302,11923,,-0.0756,0.1274
g0819592-121145,124.9965,-12.1958,10675,,-0.0937,0.1106
g0820232-093406,125.0967,-9.5684,14334,,-0.0067,0.1223
g0820292-812860,125.1216,-81.4833,12046,,0.1272,0.1028
g0820345-031536,125.14395,-3.26,15681,15316,0.1313,0.0978
g0820553-702448,125.23035,-70.4133,10746,10784,-0.1002,0.1212
g0820559-011628,125.23305,-1.2744,15501,,0.1739,0.1053
g0821105-104630,125.29379,-10.7749,14454,,0.1338,0.107
g0821172-082632,125.3217,-8.4421,11367,,0.0045,0.1184
g0821221-135007,125.3418,-13.8352,15323,,-0.033,0.1173
g0821251-113047,125.3547,-11.5131,14365,,-0.036,0.1059
g0822121-020248,125.55046,-2.0466,10346,,0.0034,0.0968
g0822446-811760,125.68575,-81.2999,12047,,0.1651,0.1117
g0822454-131604,125.68904,-13.2678,14515,,-0.0232,0.104
g0822502-005352,125.7093,-0.8978,10854,,-0.1506,0.1174
g0822561-002212,125.7336,-0.3699,5279,5279,-0.0347,0.0956
g0823450-005009,125.9376,-0.8359,11635,,0.0616,0.12
g0823545-020808,125.97691,-2.1354,10258,10341,-0.024,0.1128
g0823560-020223,125.98334,-2.0396,10168,,-0.1343,0.1176
g0824090-034618,126.03765,-3.7715,7111,,0.0303,0.1015
g0824101-020941,126.04215,-2.1614,10588,10341,-0.1508,0.1129
g0824103-032259,126.0429,-3.3832,12747,,0.0263,0.107
g0824187-574242,126.07786,-57.7116,15324,15077,0.0992,0.1353
g0824251-020443,126.10455,-2.0787,10259,10341,-0.1195,0.148
g0824322-134653,126.13395,-13.7814,15596,,0.1528,0.1226
g0824377-112416,126.15705,-11.4045,14878,,-0.0465,0.1069
g0824412-025657,126.17176,-2.9492,15596,,0.034,0.1077
g0824424-025510,126.17655,-2.9194,15656,,-0.0357,0.1262
g0824495-135134,126.2064,-13.8594,15747,,0.0429,0.1076
g0824593-043713,126.2469,-4.6203,6963,7083,-0.0791,0.1047
g0825048-011260,126.27,-1.2166,11698,11275,0.1159,0.1144
g0825097-023408,126.29025,-2.569,12088,,0.0006,0.1329
g0825195-010805,126.3312,-1.1348,11278,11275,0.0394,0.1058
g0826085-714910,126.53521,-71.8195,10712,,0.0618,0.1076
g0826225-134145,126.59386,-13.6959,15958,,0.0379,0.1125
g0826301-022243,126.62536,-2.3787,10231,,-0.1365,0.1144
g0826323-133132,126.63465,-13.5255,15719,,0.0417,0.134
g0827326-013335,126.8859,-1.5596,11880,,0.2328,0.1069
g0828080-013219,127.0332,-1.5386,11701,,0.1809,0.0955
g0828427-083821,127.17795,-8.6392,14522,,0.0265,0.1007
g0828447-203505,127.1862,-20.5848,11129,,0.0502,0.103
g0828471-065625,127.1964,-6.9401,6668,,-0.0971,0.0924
g0829462-122415,127.44239,-12.404,15962,,0.0915,0.1194
g0830064-042123,127.52655,-4.3562,12124,12532,-0.1471,0.1112
g0830282-040503,127.61744,-4.084,12544,12532,-0.3322,0.1664
g0830358-110140,127.64925,-11.0278,14974,,-0.1232,0.1164
g0830371-640821,127.6548,-64.139,15063,,-0.0978,0.1878
g0830465-042934,127.69351,-4.4927,10147,10034,-0.1019,0.1189
g0830528-050131,127.72006,-5.0252,12395,,-0.0757,0.1123
g0830530-032539,127.7208,-3.4274,10266,10042,-0.1164,0.1037
g0830569-662153,127.73715,-66.3647,10617,,0.3119,0.1075
g0831068-712027,127.77841,-71.3408,7987,,-0.1402,0.1338
