CID,RA,DEC,zCMB,HOST_LOGMASS,IS_CALIBRATOR,V_rot,V_rot_source,U_i,X_i
6196,337.631,-0.5027,0.2798,11.406,0,336.92248535481025,tully-fisher,56758.380568831155,5.469859257214568e-07
040201,184.46,47.4468,0.27987,9.2773,0,98.9361475935597,tully-fisher,4894.180650327314,-3.008112374353694e-08
520188,215.524,52.5446,0.28049,8.406,0,59.914231848559965,tully-fisher,1794.8575890014986,-6.456574352266137e-08
18485,47.9591,-0.6924,0.28122,10.908,0,252.9472694942302,tully-fisher,31991.16057229335,2.7141343854705596e-07
1317286,36.0079,-6.8106,0.28198,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
06D3dt,214.34,52.4528,0.28256,9.589,0,118.38045249137565,tully-fisher,7006.9657660314215,-6.573218969362678e-09
15584,43.4955,0.987,0.28333,10.9,0,251.7850823588335,tully-fisher,31697.863849222285,2.681500723934023e-07
310238,35.5268,-3.2333,0.28395,9.906,0,142.07903400059118,tully-fisher,10093.225951270571,2.7766056711661237e-08
14261,328.24,0.2538,0.28436,9.135,0,91.15489510876667,tully-fisher,4154.607451145125,-3.8309985358795105e-08
16072,3.1244,-0.9773,0.28434,10.943,0,258.09524038889384,tully-fisher,33306.57655570044,2.8604941522377323e-07
17791,332.373,0.7379,0.28468,9.385,0,105.26403068786094,tully-fisher,5540.258078327464,-2.289254287874349e-08
440050,333.867,1.5495,0.28547,11.03,0,271.35010605997223,tully-fisher,36815.44002937908,3.2509078663050353e-07
350080,130.635,43.9989,0.28577,11.229,0,304.28461584610164,tully-fisher,46294.563720304825,4.3056026169098063e-07
20040,328.879,0.8151,0.28655,10.257,0,173.892157423953,tully-fisher,15119.241206778424,8.368801826933279e-08
20245,341.706,0.7563,0.28723,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
17809,6.3646,-0.8396,0.28746,9.84,0,136.78232945628585,tully-fisher,9354.70282574396,1.9548878741520458e-08
19128,354.204,-0.7822,0.28763,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
1334644,35.1072,-5.7725,0.28806,11.217,0,302.1899352843625,tully-fisher,45659.37849358359,4.2349287290982247e-07
1313594,34.8329,-5.7894,0.28835,10.379,0,186.54344620653575,tully-fisher,17399.228661305347,1.0905629996014207e-07
091869,351.908,-1.7625,0.28843,10.347,0,183.13864459712556,tully-fisher,16769.88157243613,1.020538692230669e-07
2165,17.0917,-0.0962,0.28882,9.485,0,111.50131663329314,tully-fisher,6216.271805478946,-1.5370875764662377e-08
2789,344.202,0.4011,0.2889,11.224,0,303.41007349186737,tully-fisher,46028.836348170174,4.276036459359747e-07
1334597,35.8313,-4.0678,0.28896,8.88,0,78.71001509115553,tully-fisher,3097.633237824965,-5.0070409535774166e-08
1310395,36.5343,-6.76,0.28899,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
350180,53.4627,-28.1376,0.28952,8.885,0,78.93688706382085,tully-fisher,3115.516069663203,-4.9871436197302035e-08
1289288,10.1789,-43.9483,0.29001,10.645,0,217.41024010333857,tully-fisher,23633.60625089566,1.7842310570531292e-07
570056,37.0067,-3.495,0.28998,10.819,0,240.31451094686207,tully-fisher,28875.532085814735,2.3674739644582912e-07
19596,53.8843,0.7034,0.29036,9.959,0,146.48056136433888,tully-fisher,10728.277428805923,3.4831957332427656e-08
19027,328.884,-0.372,0.29114,9.592,0,118.58506491600001,tully-fisher,7031.208810565966,-6.303478720759966e-09
1291090,9.4631,-43.7215,0.29199,9.711,0,126.99306224254386,tully-fisher,8063.618928869309,5.183633039245406e-09
1263715,41.6099,-1.5799,0.29186,8.977,0,83.23001936200941,tully-fisher,3463.6180615002304,-4.5998279190003584e-08
12841,321.347,-1.0337,0.29208,10.12,0,160.70522443712338,tully-fisher,12913.084580693097,5.9141215332563775e-08
390264,243.373,53.9909,0.29208,9.619,0,120.44256494194858,tully-fisher,7253.205724897749,-3.833429929010078e-09
21006,47.9418,0.0919,0.29241,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
420414,334.276,0.0287,0.29246,11.004,0,267.3191033092884,tully-fisher,35729.75149704099,3.1301087256687607e-07
150509,241.234,54.8781,0.2928,10.78,0,234.97951098790583,tully-fisher,27607.68529205767,2.2264069838441715e-07
130755,183.732,46.5759,0.29291,8.952,0,82.04082059732136,tully-fisher,3365.348122140934,-4.709167972536866e-08
6249,3.2656,-0.6201,0.29354,10.047,0,154.0919658115076,tully-fisher,11872.166963827414,4.755944488503576e-08
1303004,35.2946,-6.4631,0.29496,9.369,0,104.29896425370524,tully-fisher,5439.136972197842,-2.4017666922776777e-08
19794,359.319,0.2494,0.29568,11.367,0,329.4427812018774,tully-fisher,54266.27304301402,5.19257489938536e-07
580270,130.2,44.5906,0.29576,9.851,0,137.65119805866323,tully-fisher,9473.926163492662,2.0875417275810392e-08
1119,320.414,0.8947,0.29639,10.804,0,238.248401605475,tully-fisher,28381.15043378185,2.3124665871736645e-07
13610,326.015,0.7263,0.29683,10.471,0,196.68896528783904,tully-fisher,19343.27453300037,1.306867274412648e-07
1293319,36.0024,-6.4977,0.29687,9.229,0,96.22324430230444,tully-fisher,4629.456372030481,-3.3026578574394184e-08
420196,351.761,-1.0284,0.29842,10.315,0,179.79598762069602,tully-fisher,16163.298582250738,9.530472324275743e-08
570025,335.06,0.3776,0.29845,9.973,0,147.66582484636194,tully-fisher,10902.597913778221,3.677153430618488e-08
6137,307.936,0.2448,0.29888,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
10550,349.675,-1.2049,0.29923,10.289,0,177.12505400218927,tully-fisher,15686.642377639231,9.000120771496444e-08
120444,51.682,-27.9362,0.29947,9.389,0,105.50668933963578,tully-fisher,5565.830747705208,-2.2608008558577623e-08
14735,35.158,0.3484,0.29936,10.326,0,180.9380875476239,tully-fisher,16369.295762695803,9.759675098644831e-08
170428,243.619,54.003,0.30007,9.1073,0,89.71292066636568,tully-fisher,4024.2040672448097,-3.976091868285778e-08
5391,52.342,-1.0947,0.30022,9.299,0,100.17976201739349,tully-fisher,5017.992358930796,-2.8703532698359352e-08
350078,130.663,43.7841,0.30078,9.341,0,102.63133914502941,tully-fisher,5266.595887351023,-2.593744540004043e-08
350192,148.716,1.9617,0.3015,8.553,0,65.20486433620394,tully-fisher,2125.83716655138,-6.088309906752657e-08
570022,351.124,-0.4843,0.30141,9.499,0,112.40354173109446,tully-fisher,6317.278096846948,-1.424702920713862e-08
460037,54.727,-27.5411,0.30254,9.655,0,122.96457006826166,tully-fisher,7560.142746036215,-4.1829499126363146e-10
1339002,35.8305,-6.5263,0.30296,10.871,0,247.61673662036148,tully-fisher,30657.02412725873,2.565691686435465e-07
150457,161.353,57.2179,0.30339,11.454,0,346.361806150023,tully-fisher,59983.25037975305,5.828674414803356e-07
7143,345.262,-0.2074,0.30354,10.28,0,176.20977460160276,tully-fisher,15524.942332573823,8.820205207290545e-08
1287626,35.9318,-5.9612,0.30396,8.203,0,53.30647878083696,tully-fisher,1420.7903400059106,-6.8727802978289e-08
19818,35.2667,0.4964,0.30395,10.154,0,163.8815246360556,tully-fisher,13428.577058519046,6.487684267604638e-08
1335717,52.8599,-28.3531,0.30478,9.773,0,131.60730492461337,tully-fisher,8660.24135476008,1.1821952795347544e-08
1259412,36.3454,-5.3241,0.30477,10.514,0,201.61832187285907,tully-fisher,20324.973857413897,1.416096055246299e-07
12883,312.626,0.3987,0.30519,11.099,0,282.344931327957,tully-fisher,39859.33012329437,3.589586314666626e-07
350630,162.404,58.9533,0.30525,11.149,0,290.5895521734078,tully-fisher,42221.14391617084,3.8523735395698466e-07
440005,52.9893,-28.8836,0.30551,11.388,0,333.4494425102125,tully-fisher,55594.26535518575,5.340333971443026e-07
350027,163.119,57.8072,0.30568,11.059,0,275.91797604189173,tully-fisher,38065.36475152697,3.3899807475211005e-07
560087,352.676,-1.556,0.30641,11.27,0,311.5516069663204,tully-fisher,48532.20190164827,4.5545734416997577e-07
340334,163.263,57.8064,0.30668,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
1281668,9.4105,-43.9203,0.30697,10.251,0,173.2925911999629,tully-fisher,15015.161082398728,8.252997070708142e-08
520062,244.451,54.6334,0.30805,10.6357,0,216.24944207915183,tully-fisher,23381.91059977222,1.7562261390200346e-07
5966,16.1904,0.5139,0.30822,11.011,0,268.39844518490935,tully-fisher,36018.86268883839,3.162276684044671e-07
1319821,53.3579,-29.4719,0.30881,10.417,0,190.66895909566276,tully-fisher,18177.325981311755,1.1771380022734507e-07
6699,322.815,-1.057,0.30915,10.655,0,218.66536311667818,tully-fisher,23907.270513474356,1.814680312762935e-07
5844,327.786,-0.8429,0.3093,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
16211,348.164,0.2669,0.30939,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
21042,315.012,0.8276,0.30955,9.374,0,104.59959323643116,tully-fisher,5470.5374526134265,-2.3668289459831668e-08
1300516,34.5464,-5.0101,0.31043,9.557,0,116.21976572718302,tully-fisher,6753.51697284065,-9.393217108867017e-09
15213,53.0191,-0.1001,0.31053,10.721,0,227.13287370160674,tully-fisher,25794.67115797502,2.024681956052865e-07
500100,131.639,45.3562,0.31077,10.898,0,251.49537087353178,tully-fisher,31624.960785407642,2.673389164130039e-07
000420,149.82,1.6135,0.31152,9.742,0,129.2795987999069,tully-fisher,8356.607332932443,8.44356868128447e-09
1338128,8.0837,-43.7408,0.31185,9.265,0,98.23810935867272,tully-fisher,4825.363065183268,-3.0846822643216916e-08
1337838,35.496,-6.4982,0.31195,8.424,0,60.5382685620261,tully-fisher,1832.4409802439984,-6.414757189893483e-08
1263369,43.2295,-0.5418,0.31252,10.845,0,243.9383015501668,tully-fisher,29752.947481590054,2.465099593387463e-07
1294743,36.1025,-4.6749,0.31258,10.263,0,174.4937980566322,tully-fisher,15224.042780114367,8.485409303380022e-08
20142,23.0082,-0.4297,0.31259,9.365,0,104.05908329254794,tully-fisher,5414.146407842713,-2.4295724451082227e-08
1283878,37.1332,-4.0413,0.31287,11.409,0,337.5048325682907,tully-fisher,56954.756003474955,5.491708971050967e-07
1341894,35.3025,-4.6502,0.31294,10.003,0,150.23806992172172,tully-fisher,11285.738826902072,4.103455189082175e-08
19632,40.2865,0.1444,0.31377,11.113,0,284.6295562182516,tully-fisher,40506.992136499415,3.661648432196265e-07
530112,333.569,0.9209,0.31444,10.678,0,221.5797130748579,tully-fisher,24548.784623168176,1.8860583837739366e-07
15383,34.1495,-0.1552,0.31495,10.786,0,235.79250464875702,tully-fisher,27799.052624267042,2.2476994711351302e-07
6649,34.2759,0.5348,0.31509,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
110716,128.986,43.4945,0.31577,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
15776,32.8294,-0.9983,0.31582,11.211,0,301.14800860342245,tully-fisher,45345.061542903495,4.199956251818944e-07
6100,333.483,1.0865,0.31613,10.194,0,167.69881572436154,tully-fisher,14061.446397676684,7.191846373293001e-08
100163,35.4423,-5.1516,0.31773,10.434,0,192.5440025946639,tully-fisher,18536.596467586965,1.217112234942703e-07
1345553,35.3447,-4.668,0.31795,10.034,0,152.94313768776698,tully-fisher,11695.801682889623,4.559711648782231e-08
080646,334.622,0.9415,0.31813,10.768,0,233.3619234121926,tully-fisher,27228.893649319023,2.1842607295915917e-07
550059,351.303,-1.0245,0.31839,10.2438,0,172.57583988180966,tully-fisher,14891.210255456,8.115083176162424e-08
310188,35.2776,-4.5196,0.31893,11.264,0,310.4774019916163,tully-fisher,48198.10857373186,4.5174005456964234e-07
440509,34.8496,-5.4304,0.31892,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
170078,186.183,47.6681,0.32089,10.419,0,190.88860125904995,tully-fisher,18219.229045318283,1.1818003469250189e-07
330128,36.8228,-3.8213,0.32095,10.812,0,239.3481062614486,tully-fisher,28643.757985470846,2.3416856178843508e-07
1266657,43.2731,0.5575,0.32108,2.0,0,1.4997884186649117,tully-fisher,1.1246826503806984,-8.452371371062926e-08
120085,150.471,2.0426,0.32214,10.9,0,251.7850823588335,tully-fisher,31697.863849222285,2.681500723934023e-07
580104,36.1196,-4.9673,0.32214,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
1261579,36.1196,-4.9673,0.32214,11.163,0,292.94088931494076,tully-fisher,42907.18231631418,3.928705606007289e-07
7475,4.7535,-0.2815,0.32265,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
05D2ab,150.462,2.1063,0.32454,10.098,0,158.68285135542507,tully-fisher,12590.123657143962,5.554779043566304e-08
050291,244.566,55.3847,0.32535,11.169,0,293.95442060120433,tully-fisher,43204.60069549486,3.9617978636339657e-07
500301,215.548,52.6318,0.3255,10.1963,0,167.92099372832692,tully-fisher,14098.730067354403,7.233330050449799e-08
18617,345.762,0.8492,0.3257,10.076,0,156.6859285532424,tully-fisher,12275.24010329589,5.204423839726883e-08
1305626,35.6546,-4.1333,0.32573,9.283,0,99.2613084385886,tully-fisher,4926.40367647031,-2.9722594225094728e-08
1308326,42.2701,0.5823,0.32622,9.665,0,123.67445227824739,tully-fisher,7647.685073162244,5.557447605747802e-10
14456,343.551,1.0507,0.32794,11.095,0,281.69555600587717,tully-fisher,39676.19313673014,3.569209576830007e-07
050303,241.437,56.0744,0.32829,11.248,0,307.63092806060683,tully-fisher,47318.39394971512,4.419519093124083e-07
530219,351.529,-0.3194,0.32838,11.1019,0,282.8166643095568,tully-fisher,39992.63280559227,3.6044182383597113e-07
430003,333.38,-0.4529,0.32843,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
1337687,55.0471,-26.9756,0.3287,8.4,0,59.707652378359214,tully-fisher,1782.501876267492,-6.47032193673221e-08
1306073,36.8506,-3.7494,0.32859,10.4,0,188.81217525718472,tully-fisher,17825.018762674918,1.1379385376170136e-07
6924,358.969,0.877,0.3286,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
1316465,52.7975,-27.9593,0.3291,9.316,0,101.16493240062286,tully-fisher,5117.171773811296,-2.7600012883097826e-08
13934,342.111,-0.4353,0.32931,10.791,0,236.47214764726778,tully-fisher,27959.538306455604,2.265555911463421e-07
540163,36.0723,-3.3093,0.32943,10.359,0,184.40810103544115,tully-fisher,17003.173863748736,1.0464959603312538e-07
1301933,36.6637,-4.9708,0.3296,10.006,0,150.4977460347169,tully-fisher,11324.78578076507,4.146900784486563e-08
13830,351.562,-0.3823,0.32985,11.174,0,294.8017081947622,tully-fisher,43454.02357727487,3.989549901973323e-07
120369,150.995,2.2624,0.33055,10.563,0,207.3862676642527,tully-fisher,21504.532007854534,1.5473395994669267e-07
1338675,36.7437,-4.9677,0.33048,9.507,0,112.92237290627398,tully-fisher,6375.731151391799,-1.3596651262980277e-08
4241,12.2377,-0.9057,0.33052,9.261,0,98.01216797695467,tully-fisher,4803.192535771388,-3.109350305114558e-08
480184,129.736,43.3139,0.3308,11.073,0,278.15059652061,tully-fisher,38683.87717238559,3.458799535494921e-07
370394,132.379,45.0022,0.3308,10.291,0,177.32909418909563,tully-fisher,15722.80382296257,9.040355805662438e-08
03D1fc,36.4316,-4.1441,0.33094,10.391,0,187.83650360211382,tully-fisher,17641.276042733454,1.1174944028527822e-07
580235,150.235,2.5796,0.33154,9.2832,0,99.27273697691169,tully-fisher,4927.538153443544,-2.9709971466416125e-08
20106,346.554,0.329,0.33137,10.277,0,175.90573370699866,tully-fisher,15471.413575498762,8.760646432730498e-08
370344,150.174,1.8316,0.33155,9.538,0,114.95556376910426,tully-fisher,6607.390820736297,-1.1019089822165092e-08
470041,131.337,44.7548,0.33179,11.162,0,292.77230751012365,tully-fisher,42857.812022401195,3.923212419978322e-07
1306141,54.8978,-28.9108,0.3324,9.678,0,124.60342948581288,tully-fisher,7763.007319812971,1.8388778025763844e-09
130862,184.002,47.9204,0.3329,9.5892,0,118.39408232921753,tully-fisher,7008.579365288768,-6.555265256321333e-09
1309492,53.3008,-28.0249,0.33353,9.562,0,116.55475495927365,tully-fisher,6792.505451808162,-8.959411775780537e-09
1346956,54.3435,-28.8264,0.33353,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
16093,350.362,1.1325,0.33439,10.215,0,169.73835762588735,tully-fisher,14405.555024766812,7.574718856513366e-08
500511,184.696,47.6473,0.3349,9.633,0,121.41713912829259,tully-fisher,7371.0608370495775,-2.522114957590703e-09
1346966,55.3407,-29.1493,0.33513,9.557,0,116.21976572718302,tully-fisher,6753.51697284065,-9.393217108867017e-09
1314897,36.6066,-4.1552,0.33663,11.148,0,290.4223235175484,tully-fisher,42172.562998665766,3.8469681835113316e-07
470015,54.1486,-28.6251,0.33752,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
040782,242.077,54.9081,0.33739,10.152,0,163.6929576269579,tully-fisher,13397.692188330517,6.453320215058162e-08
04D3kr,214.15,52.4789,0.33753,9.287,0,99.49012938646345,tully-fisher,4949.142922667618,-2.9469585989534205e-08
1300912,52.0379,-27.5329,0.3378,9.744,0,129.42852314971663,tully-fisher,8375.871302358364,8.657909247900138e-09
380318,150.413,3.2498,0.33825,11.443,0,344.17553459793515,tully-fisher,59228.399307887215,5.744685906060989e-07
580276,53.5214,-28.8077,0.33851,10.421,0,191.1084964404435,tully-fisher,18261.2287058635,1.1864734393910059e-07
1343337,54.5592,-28.7099,0.339,9.832,0,136.15387173874836,tully-fisher,9268.93839472577,1.8594620751722504e-08
04D3nh,215.611,52.3334,0.34051,9.356,0,103.52136639011351,tully-fisher,5358.33664963806,-2.4916691757029686e-08
320258,34.748,-4.8807,0.3409,10.956,0,260.033915606658,tully-fisher,33808.81863286527,2.916376119768725e-07
2533,31.2207,-0.3265,0.34101,9.755,0,130.25067890963004,tully-fisher,8482.61967820977,9.845645111647138e-09
1336009,8.9162,-44.8937,0.34176,9.634,0,121.48705257271664,tully-fisher,7379.551971403007,-2.4276383464476815e-09
1346387,52.695,-28.6493,0.34448,10.812,0,239.3481062614486,tully-fisher,28643.757985470846,2.3416856178843508e-07
350606,54.2033,-26.7605,0.3445,10.6991,0,224.2874615376195,tully-fisher,25152.43270149457,1.9532232905925888e-07
1329312,36.2633,-5.5418,0.34479,11.115,0,284.9574368118639,tully-fisher,40600.3703971937,3.672038164895834e-07
470110,52.0706,-28.6233,0.34547,10.57,0,208.22362152466795,tully-fisher,21678.538280424076,1.566700408359745e-07
03D1bp,36.6572,-4.8388,0.34594,10.821,0,240.59134257864955,tully-fisher,28942.097061898552,2.374880316895378e-07
310090,351.308,-0.6051,0.34686,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
050301,244.724,55.7829,0.34704,10.5212,0,202.4556939990224,tully-fisher,20494.154016312892,1.4349198865745118e-07
330089,36.1903,-4.8221,0.34872,9.651,0,122.68175940501753,tully-fisher,7525.407045355304,-8.047817843604012e-10
160198,242.905,53.9703,0.34899,9.881,0,140.048994682846,tully-fisher,9806.860455837912,2.457981086621153e-08
1258906,10.262,-44.3941,0.34918,9.195,0,94.35827562631707,tully-fisher,4451.74208958601,-3.500391663762789e-08
070955,241.475,55.1978,0.3492,9.513,0,113.31306728194575,tully-fisher,6419.925608421382,-1.3104921612068033e-08
380279,149.827,2.9349,0.34946,10.971,0,262.2889506813614,tully-fisher,34397.74682476482,2.9819032183415847e-07
04D2mc,150.148,1.7842,0.34957,10.96,0,260.63335569046,tully-fisher,33964.87304923491,2.933739515280835e-07
05D2ie,150.262,2.6581,0.34956,9.287,0,99.49012938646345,tully-fisher,4949.142922667618,-2.9469585989534205e-08
440185,54.3495,-28.44,0.34952,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
20186,357.295,0.7979,0.34957,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
1248677,53.6462,-28.127,0.35017,9.845,0,137.1765877584038,tully-fisher,9408.708114519528,2.0149768617353734e-08
000196,150.115,2.694,0.35066,9.66,0,123.31900037229644,tully-fisher,7603.787926411224,6.732313264361647e-11
050296,243.451,55.6085,0.35087,10.905,0,252.51082200271867,tully-fisher,31880.857614244334,2.7018615262249476e-07
05D2hc,150.019,1.886,0.35157,10.977,0,263.19643088386397,tully-fisher,34636.18061500229,3.008432555348864e-07
120400,149.628,2.8718,0.35156,9.83,0,135.99720900066447,tully-fisher,9247.620427985206,1.8357426382834127e-08
160197,241.617,53.8718,0.35361,10.158,0,164.25931056691084,tully-fisher,13490.56055395843,6.556650207279669e-08
05D2mp,149.786,2.204,0.35527,8.657,0,69.22771477349326,tully-fisher,2396.238246380068,-5.787448130124308e-08
1688,321.358,0.3245,0.35767,10.379,0,186.54344620653575,tully-fisher,17399.228661305347,1.0905629996014207e-07
1334423,42.2137,-0.1522,0.35791,9.499,0,112.40354173109446,tully-fisher,6317.278096846948,-1.424702920713862e-08
04D3fk,214.609,52.5285,0.35833,10.189,0,167.21683369349833,tully-fisher,13980.734735239537,7.102042537558128e-08
04D2fs,150.092,1.7654,0.35858,8.386,0,59.22839930788722,tully-fisher,1754.0016422872675,-6.502032723667848e-08
1280217,40.8943,-1.5184,0.35901,8.92,0,80.54340686509181,tully-fisher,3243.620194717859,-4.844608557807441e-08
160070,243.192,54.8737,0.35897,11.119,0,285.61433154578316,tully-fisher,40787.77319217227,3.692889537929584e-07
1307830,53.2945,-27.9578,0.35949,10.399,0,188.7035175093681,tully-fisher,17804.508760204197,1.1356564920771427e-07
050293,244.449,55.3023,0.36005,8.555,0,65.27997744079154,tully-fisher,2130.737727335126,-6.082857297521928e-08
160126,163.283,57.2013,0.36023,10.914,0,253.8224288890381,tully-fisher,32212.91270356539,2.738807637599544e-07
470244,130.408,43.7715,0.36081,9.115,0,90.11145365289997,tully-fisher,4060.0370397193687,-3.936222309453392e-08
420417,333.495,-0.1916,0.36138,10.934,0,256.76155409449495,tully-fisher,32963.247830510125,2.82229367970495e-07
1294014,42.8035,-0.6691,0.36272,9.451,0,109.34023316162038,tully-fisher,5977.643293918754,-1.8025976032296762e-08
1346137,53.2592,-26.8541,0.36326,10.093,0,158.22678204671178,tully-fisher,12517.857278428815,5.474371853238104e-08
560121,36.3388,-4.3953,0.36491,8.461,0,61.841497233485995,tully-fisher,1912.1853900396277,-6.326029567864414e-08
100358,352.444,0.5905,0.36613,9.553,0,115.95246768345274,tully-fisher,6722.487380941074,-9.738467880530861e-09
190209,333.082,1.0359,0.36648,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
1308582,37.1372,-4.3728,0.36705,10.698,0,224.14548522732954,tully-fisher,25120.5992738975,1.949681344092563e-07
350083,130.138,44.3739,0.3678,9.755,0,130.25067890963004,tully-fisher,8482.61967820977,9.845645111647138e-09
04D1hd,36.5368,-4.1096,0.36791,8.199,0,53.18387728179663,tully-fisher,1414.2624013626018,-6.880043609126292e-08
1343533,7.3584,-42.2673,0.36844,10.759,0,232.15604453422318,tully-fisher,26948.214506888107,2.1530309632357075e-07
1283936,8.8776,-44.3713,0.36862,9.65,0,122.61115842996418,tully-fisher,7516.748085768888,-9.011257030523205e-10
15704,40.2107,0.6588,0.36952,10.933,0,256.6137927959678,tully-fisher,32925.31932656595,2.818073564500998e-07
18091,23.3675,0.5247,0.36977,10.972,0,262.4399798038406,tully-fisher,34437.37149972012,2.9863120580225963e-07
510578,241.233,53.9121,0.37012,9.8142,0,134.76589369790065,tully-fisher,9080.923052096929,1.6502667936573295e-08
04D2cf,150.484,1.8795,0.37059,10.809,0,238.9351234259955,tully-fisher,28544.996603297845,2.3306969321432785e-07
05D4bm,334.269,-17.6776,0.37051,9.047,0,86.65228025562915,tully-fisher,3754.308836750048,-4.2763908116243786e-08
13136,6.1407,-0.2791,0.37046,11.433,0,342.1999924821414,tully-fisher,58550.41742738881,5.669250248327002e-07
05D3jr,214.87,52.8648,0.37053,8.008,0,47.646389387173784,tully-fisher,1135.0892108170933,-7.190665675235419e-08
390471,214.52,53.014,0.37053,10.504,0,200.46104761557987,tully-fisher,20092.31580556789,1.3902093558035205e-07
320469,34.4183,-4.8371,0.37087,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
1291957,7.2,-43.5623,0.37143,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
000199,151.231,2.5909,0.3716,10.475,0,197.1423801801232,tully-fisher,19432.55903154211,1.3168015146433668e-07
05D4fo,333.837,-17.2681,0.3715,8.381,0,59.05817136644427,tully-fisher,1743.933802574149,-6.513234706088988e-08
05D4cw,333.709,-17.7388,0.37351,10.503,0,200.345686167468,tully-fisher,20069.196982956786,1.3876370398761066e-07
16232,17.2054,-0.9896,0.37426,10.651,0,218.16244673729165,tully-fisher,23797.426583200802,1.802458527245333e-07
1299643,55.1026,-26.7221,0.37678,9.253,0,97.56184297062858,tully-fisher,4759.156601912793,-3.158346889390697e-08
1282736,35.8093,-6.2681,0.37798,10.603,0,212.21691439609046,tully-fisher,22518.009377898794,1.6601041647258087e-07
590031,149.073,2.0023,0.37859,10.283,0,176.51434100986486,tully-fisher,15578.656291073426,8.87997004622599e-08
7779,310.08,-0.0072,0.37986,11.174,0,294.8017081947622,tully-fisher,43454.02357727487,3.989549901973323e-07
320099,36.0675,-3.916,0.37989,10.7107,0,225.79015185878717,tully-fisher,25490.596338207084,1.9908490695269363e-07
500057,214.473,53.8417,0.38052,9.102,0,89.43963035775013,tully-fisher,3999.7237392654893,-4.00332990658418e-08
110425,132.012,44.4493,0.38083,9.563,0,116.62186858459631,tully-fisher,6800.330116081424,-8.872350644358079e-09
1299785,53.9115,-28.3193,0.38131,10.185,0,166.8322456482086,tully-fisher,13916.499094012108,7.030570747745789e-08
000011,149.976,2.4119,0.3816,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
040150,162.098,57.1482,0.38174,8.413,0,60.15614474808436,tully-fisher,1809.3808754762388,-6.440415016755933e-08
580275,54.1391,-28.6139,0.3825,11.33,0,322.5002054675483,tully-fisher,52003.19126330543,4.940773092480692e-07
1343401,34.5721,-5.6549,0.38284,10.74,0,229.63072429937657,tully-fisher,26365.134771128138,2.0881545931680017e-07
1281886,41.7252,-1.0099,0.38394,9.727,0,128.1681145800034,tully-fisher,8213.532797496437,6.851649782557295e-09
360139,185.739,47.5675,0.38594,11.022,0,270.1033655710079,tully-fisher,36477.91404639276,3.2133530359161074e-07
1338170,6.6699,-42.9641,0.38677,9.889,0,140.695431471002,tully-fisher,9897.602218405707,2.5589449138286148e-08
550218,332.927,0.9013,0.38735,9.1626,0,92.61471522142602,tully-fisher,4288.742737772921,-3.681752901694326e-08
050251,214.327,53.9783,0.38772,11.401,0,335.95413872079644,tully-fisher,56432.59166181606,5.43361035264937e-07
420352,35.1822,-3.9625,0.38886,9.185,0,93.81666610229549,tully-fisher,4400.7834192748,-3.557090831140974e-08
1290779,54.7233,-27.9051,0.38951,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
120086,150.789,2.1434,0.39262,11.029,0,271.19394933250453,tully-fisher,36773.07907728051,3.2461945747323397e-07
1291794,55.1693,-28.7119,0.39512,10.935,0,256.90940047574975,tully-fisher,33001.22002640458,2.826518656293994e-07
1296273,41.0798,-0.4504,0.39698,8.564,0,65.61905862262381,tully-fisher,2152.9304272596696,-6.058164588706903e-08
